hotel_nombre;consumo_energia_kwh;residuos_generados_kg;porcentaje_reciclaje;uso_agua_m3;fecha
Alletra Haven;1570;1290;633;4740;2024-08-04
dHCI Platinum Beach Resort;1611;1170;677;3330;2024-08-04
GreenLake Platinum Heritage Inn;2252;1297;821;3112;2024-08-04
Pointnext Signature Residences & Suites;1957;1172;817;3141;2024-08-04
ProLiant Place;1589;1895;512;3208;2024-08-04
Synergy Golden Grand Hotel;1381;1255;796;3085;2024-08-04
Alletra Resort;1150;1155;534;3027;2024-08-04
GreenLake Digital Business Suites;3695;1576;635;4083;2024-08-04
Apollo Resort & Spa;2995;1964;876;3975;2024-08-04
Nimble Inn;2912;1649;618;3405;2024-08-04
Ezmeral Grand Hotel;3982;1604;733;3464;2024-08-04
Alletra Boutique Hotel;1219;1406;554;4370;2024-08-04
Simplivity Golden Plaza Hotel;1136;1465;699;3465;2024-08-04
Cray Villas;1715;1522;630;4782;2024-08-04
Apollo Diamond Suites;1132;1817;806;3706;2024-08-04
Apollo Towers;1916;1534;848;4234;2024-08-04
Alletra Diamond Grand Hotel;1594;1842;571;4342;2024-08-05
ProLiant Towers;1090;1922;511;3270;2024-08-05
Aruba Luxury Lodge;2502;1336;758;3776;2024-08-05
InfoSight Boutique Hotel;3356;1503;500;3781;2024-08-05
Primera Grand;3361;1711;720;3857;2024-08-05
dHCI Executive Boutique Hotel;2421;1220;721;3240;2024-08-05
ProLiant Haven;2961;1539;628;4702;2024-08-05
Apollo Executive Beach Resort;2957;1402;584;3491;2024-08-05
Aruba Lodge;3062;1920;619;4408;2024-08-05
Alletra Haven;2875;1258;573;4893;2024-08-05
dHCI Platinum Beach Resort;3395;1313;619;4079;2024-08-05
GreenLake Platinum Heritage Inn;1929;1519;681;3055;2024-08-05
Pointnext Signature Residences & Suites;2151;1025;543;3522;2024-08-05
ProLiant Place;2055;1120;886;4415;2024-08-05
Synergy Golden Grand Hotel;2093;1393;695;3256;2024-08-05
Alletra Resort;3298;1381;679;3902;2024-08-05
GreenLake Digital Business Suites;1109;1781;748;3485;2024-08-05
Apollo Resort & Spa;1841;1961;694;3781;2024-08-05
Nimble Inn;1765;1088;892;3988;2024-08-05
Ezmeral Grand Hotel;3953;1960;578;3991;2024-08-05
Alletra Boutique Hotel;3826;1509;821;4725;2024-08-05
Simplivity Golden Plaza Hotel;3179;1996;947;4143;2024-08-05
Cray Villas;1883;1798;782;4856;2024-08-05
Apollo Diamond Suites;3593;1675;693;3533;2024-08-05
Apollo Towers;1592;1532;737;3560;2024-08-05
Alletra Diamond Grand Hotel;2755;1884;537;3916;2024-08-06
ProLiant Towers;1178;1910;556;3578;2024-08-06
Aruba Luxury Lodge;2933;1977;727;4310;2024-08-06
InfoSight Boutique Hotel;1929;1892;656;3881;2024-08-06
Primera Grand;3352;1279;785;3881;2024-08-06
dHCI Executive Boutique Hotel;3442;1979;751;3655;2024-08-06
ProLiant Haven;2871;1905;891;4566;2024-08-06
Apollo Executive Beach Resort;1823;1634;732;4566;2024-08-06
Aruba Lodge;2797;1356;580;4171;2024-08-06
Alletra Haven;2470;1101;654;4574;2024-08-06
dHCI Platinum Beach Resort;2125;1282;613;3365;2024-08-06
GreenLake Platinum Heritage Inn;1436;1921;506;4463;2024-08-06
Pointnext Signature Residences & Suites;1779;1135;529;4796;2024-08-06
ProLiant Place;1232;1424;935;3805;2024-08-06
Synergy Golden Grand Hotel;2188;1669;845;4909;2024-08-06
Alletra Resort;2186;1582;640;4285;2024-08-06
GreenLake Digital Business Suites;2573;1483;697;4151;2024-08-06
Apollo Resort & Spa;2480;1354;669;3483;2024-08-06
Nimble Inn;2079;1675;801;3188;2024-08-06
Ezmeral Grand Hotel;1672;1664;917;3470;2024-08-06
Alletra Boutique Hotel;3771;1780;500;3154;2024-08-06
Simplivity Golden Plaza Hotel;2749;1690;888;3316;2024-08-06
Cray Villas;3577;1000;645;4581;2024-08-06
Apollo Diamond Suites;3697;1382;854;4974;2024-08-06
Apollo Towers;3427;1077;560;4116;2024-08-06
Alletra Diamond Grand Hotel;2815;1467;707;4580;2024-08-07
ProLiant Towers;3301;1653;633;4833;2024-08-07
Aruba Luxury Lodge;3110;1517;560;4735;2024-08-07
InfoSight Boutique Hotel;1257;1315;640;3602;2024-08-07
Primera Grand;3661;1160;675;3291;2024-08-07
dHCI Executive Boutique Hotel;3673;1372;887;4260;2024-08-07
ProLiant Haven;2265;1086;661;4631;2024-08-07
Apollo Executive Beach Resort;3976;1243;574;3562;2024-08-07
Aruba Lodge;2631;1309;885;3404;2024-08-07
Alletra Haven;3313;1385;674;4414;2024-08-07
dHCI Platinum Beach Resort;3654;1363;544;3875;2024-08-07
GreenLake Platinum Heritage Inn;3600;1362;551;3939;2024-08-07
Pointnext Signature Residences & Suites;3784;1497;744;3047;2024-08-07
ProLiant Place;1961;1467;741;3516;2024-08-07
Synergy Golden Grand Hotel;1869;1636;910;4497;2024-08-07
Alletra Resort;1769;1320;759;4771;2024-08-07
GreenLake Digital Business Suites;3868;1788;599;4294;2024-08-07
Apollo Resort & Spa;3781;1997;535;3258;2024-08-07
Nimble Inn;1037;1045;816;4764;2024-08-07
Ezmeral Grand Hotel;3898;1029;815;3893;2024-08-07
Alletra Boutique Hotel;3541;1552;524;4665;2024-08-07
Simplivity Golden Plaza Hotel;1882;1495;840;4419;2024-08-07
Cray Villas;2524;1331;724;4738;2024-08-07
Apollo Diamond Suites;2954;1926;553;3547;2024-08-07
Apollo Towers;2067;1058;616;3587;2024-08-07
Alletra Diamond Grand Hotel;1508;1189;611;3111;2024-08-08
ProLiant Towers;2906;1735;869;3173;2024-08-08
Aruba Luxury Lodge;3988;1366;701;3428;2024-08-08
InfoSight Boutique Hotel;3540;1206;779;3142;2024-08-08
Primera Grand;1847;1948;647;3656;2024-08-08
dHCI Executive Boutique Hotel;1629;1496;606;3589;2024-08-08
ProLiant Haven;1004;1904;503;4592;2024-08-08
Apollo Executive Beach Resort;3939;1604;826;4052;2024-08-08
Aruba Lodge;3337;1667;791;3159;2024-08-08
Alletra Haven;3237;1046;808;3168;2024-08-08
dHCI Platinum Beach Resort;2920;1708;721;4747;2024-08-08
GreenLake Platinum Heritage Inn;2360;1180;588;3924;2024-08-08
Pointnext Signature Residences & Suites;1335;1884;665;4985;2024-08-08
ProLiant Place;1360;1876;732;4600;2024-08-08
Synergy Golden Grand Hotel;1679;1264;872;3441;2024-08-08
Alletra Resort;1185;1464;500;3815;2024-08-08
GreenLake Digital Business Suites;2245;1881;810;3777;2024-08-08
Apollo Resort & Spa;1939;1886;612;3399;2024-08-08
Nimble Inn;1647;1415;737;4874;2024-08-08
Ezmeral Grand Hotel;1326;1736;609;3244;2024-08-08
Alletra Boutique Hotel;1133;1011;601;3296;2024-08-08
Simplivity Golden Plaza Hotel;2696;1237;605;3544;2024-08-08
Cray Villas;2574;1567;664;3437;2024-08-08
Apollo Diamond Suites;3019;1559;776;3846;2024-08-08
Apollo Towers;2771;1839;669;4463;2024-08-08
Alletra Diamond Grand Hotel;2594;1882;871;3159;2024-08-09
ProLiant Towers;3457;1701;622;4508;2024-08-09
Aruba Luxury Lodge;3046;1165;872;4659;2024-08-09
InfoSight Boutique Hotel;1091;1227;783;3766;2024-08-09
Primera Grand;2804;1202;503;4588;2024-08-09
dHCI Executive Boutique Hotel;1607;1172;724;4852;2024-08-09
ProLiant Haven;2678;1394;604;4518;2024-08-09
Apollo Executive Beach Resort;1274;1886;511;3936;2024-08-09
Aruba Lodge;3457;1898;659;4664;2024-08-09
Alletra Haven;3943;1929;881;4125;2024-08-09
dHCI Platinum Beach Resort;1740;1704;870;3966;2024-08-09
GreenLake Platinum Heritage Inn;2373;1326;517;3091;2024-08-09
Pointnext Signature Residences & Suites;2838;1842;791;4867;2024-08-09
ProLiant Place;2988;1247;733;4129;2024-08-09
Synergy Golden Grand Hotel;3951;1163;917;3538;2024-08-09
Alletra Resort;1673;1283;875;4438;2024-08-09
GreenLake Digital Business Suites;3793;1229;557;3004;2024-08-09
Apollo Resort & Spa;1458;1664;614;4475;2024-08-09
Nimble Inn;2556;1482;666;4766;2024-08-09
Ezmeral Grand Hotel;2657;1507;507;4095;2024-08-09
Alletra Boutique Hotel;2428;1474;755;3549;2024-08-09
Simplivity Golden Plaza Hotel;3196;1428;591;4953;2024-08-09
Cray Villas;1167;1667;797;3636;2024-08-09
Apollo Diamond Suites;3922;1501;686;4815;2024-08-09
Apollo Towers;3006;1688;826;3449;2024-08-09
Alletra Diamond Grand Hotel;3723;1186;824;4904;2024-08-10
ProLiant Towers;2930;1357;936;4331;2024-08-10
Aruba Luxury Lodge;2279;1191;944;3309;2024-08-10
InfoSight Boutique Hotel;1242;1287;705;3101;2024-08-10
Primera Grand;2161;1272;882;4486;2024-08-10
dHCI Executive Boutique Hotel;3229;1344;661;3881;2024-08-10
ProLiant Haven;1494;1408;805;3820;2024-08-10
Apollo Executive Beach Resort;3807;1815;725;4276;2024-08-10
Aruba Lodge;2075;1066;667;4699;2024-08-10
Alletra Haven;1386;1346;618;4772;2024-08-10
dHCI Platinum Beach Resort;3181;1004;700;4212;2024-08-10
GreenLake Platinum Heritage Inn;2523;1758;944;3588;2024-08-10
Pointnext Signature Residences & Suites;3357;1085;503;4467;2024-08-10
ProLiant Place;2215;1124;640;4202;2024-08-10
Synergy Golden Grand Hotel;2903;1849;941;3044;2024-08-10
Alletra Resort;2069;1908;528;3640;2024-08-10
GreenLake Digital Business Suites;2680;1418;752;3669;2024-08-10
Apollo Resort & Spa;3667;1297;606;3288;2024-08-10
Nimble Inn;3458;1278;761;4176;2024-08-10
Ezmeral Grand Hotel;3710;1657;908;3529;2024-08-10
Alletra Boutique Hotel;3279;1568;609;4978;2024-08-10
Simplivity Golden Plaza Hotel;2788;1519;753;4731;2024-08-10
Cray Villas;1526;1836;712;4348;2024-08-10
Apollo Diamond Suites;3113;1243;618;4394;2024-08-10
Apollo Towers;3878;1684;932;4008;2024-08-10
Alletra Diamond Grand Hotel;1043;1411;562;4811;2024-08-11
ProLiant Towers;2119;1057;793;4662;2024-08-11
Aruba Luxury Lodge;2718;1938;723;4514;2024-08-11
InfoSight Boutique Hotel;2477;1514;733;4921;2024-08-11
Primera Grand;2766;1540;613;3552;2024-08-11
dHCI Executive Boutique Hotel;1667;1572;851;3686;2024-08-11
ProLiant Haven;1099;1952;615;4554;2024-08-11
Apollo Executive Beach Resort;2522;1462;877;3592;2024-08-11
Aruba Lodge;1257;1064;521;3820;2024-08-11
Alletra Haven;3825;1064;723;3828;2024-08-11
dHCI Platinum Beach Resort;3235;1708;660;3313;2024-08-11
GreenLake Platinum Heritage Inn;2850;1198;683;3715;2024-08-11
Pointnext Signature Residences & Suites;1075;1290;919;4780;2024-08-11
ProLiant Place;3633;1148;532;3947;2024-08-11
Synergy Golden Grand Hotel;1772;1798;681;3049;2024-08-11
Alletra Resort;2871;1761;573;3466;2024-08-11
GreenLake Digital Business Suites;2210;1021;836;4654;2024-08-11
Apollo Resort & Spa;1750;1412;708;3741;2024-08-11
Nimble Inn;1936;1883;909;4475;2024-08-11
Ezmeral Grand Hotel;2676;1464;928;3942;2024-08-11
Alletra Boutique Hotel;1778;1414;928;4585;2024-08-11
Simplivity Golden Plaza Hotel;2013;1464;556;3458;2024-08-11
Cray Villas;1373;1544;876;4311;2024-08-11
Apollo Diamond Suites;3518;1936;887;4420;2024-08-11
Apollo Towers;1708;1891;791;3153;2024-08-11
Alletra Diamond Grand Hotel;1933;1507;708;4184;2024-08-12
ProLiant Towers;3141;1740;879;3587;2024-08-12
Aruba Luxury Lodge;3592;1895;827;3725;2024-08-12
InfoSight Boutique Hotel;2655;1325;719;4399;2024-08-12
Primera Grand;2986;1362;919;4095;2024-08-12
dHCI Executive Boutique Hotel;2656;1924;757;3070;2024-08-12
ProLiant Haven;2506;1676;641;3219;2024-08-12
Apollo Executive Beach Resort;1015;1633;939;3262;2024-08-12
Aruba Lodge;2806;1130;810;3960;2024-08-12
Alletra Haven;2191;1041;899;4494;2024-08-12
dHCI Platinum Beach Resort;1707;1359;854;3186;2024-08-12
GreenLake Platinum Heritage Inn;1213;1522;579;4944;2024-08-12
Pointnext Signature Residences & Suites;1684;1558;824;4374;2024-08-12
ProLiant Place;1272;1400;873;4707;2024-08-12
Synergy Golden Grand Hotel;3038;1138;754;3072;2024-08-12
Alletra Resort;2406;1625;832;3218;2024-08-12
GreenLake Digital Business Suites;2339;1421;531;4642;2024-08-12
Apollo Resort & Spa;2659;1939;652;4886;2024-08-12
Nimble Inn;3895;1177;827;4054;2024-08-12
Ezmeral Grand Hotel;2400;1255;536;4708;2024-08-12
Alletra Boutique Hotel;1799;1670;888;4392;2024-08-12
Simplivity Golden Plaza Hotel;2789;1711;697;3346;2024-08-12
Cray Villas;3553;1463;819;4873;2024-08-12
Apollo Diamond Suites;3624;1642;784;4375;2024-08-12
Apollo Towers;2579;1200;658;3169;2024-08-12
Alletra Diamond Grand Hotel;1607;1750;925;3436;2024-08-13
ProLiant Towers;3628;1845;572;3185;2024-08-13
Aruba Luxury Lodge;3487;1896;720;4231;2024-08-13
InfoSight Boutique Hotel;3959;1015;807;4611;2024-08-13
Primera Grand;3561;1031;753;3023;2024-08-13
dHCI Executive Boutique Hotel;2129;1181;504;4253;2024-08-13
ProLiant Haven;2287;1493;546;3456;2024-08-13
Apollo Executive Beach Resort;3339;1043;610;4844;2024-08-13
Aruba Lodge;2521;1602;745;3396;2024-08-13
Alletra Haven;2180;1820;524;3552;2024-08-13
dHCI Platinum Beach Resort;1657;1593;822;3211;2024-08-13
GreenLake Platinum Heritage Inn;1652;1629;691;3314;2024-08-13
Pointnext Signature Residences & Suites;2010;1569;927;3479;2024-08-13
ProLiant Place;3228;1924;744;3628;2024-08-13
Synergy Golden Grand Hotel;2205;1314;539;3919;2024-08-13
Alletra Resort;1926;1921;733;4923;2024-08-13
GreenLake Digital Business Suites;1935;1330;887;4764;2024-08-13
Apollo Resort & Spa;1226;1447;889;4165;2024-08-13
Nimble Inn;2445;1854;724;3754;2024-08-13
Ezmeral Grand Hotel;1629;1993;945;4394;2024-08-13
Alletra Boutique Hotel;2075;1611;820;3687;2024-08-13
Simplivity Golden Plaza Hotel;2080;1067;659;3311;2024-08-13
Cray Villas;2331;1571;557;4363;2024-08-13
Apollo Diamond Suites;3998;1248;578;3758;2024-08-13
Apollo Towers;3167;1086;502;4306;2024-08-13
Alletra Diamond Grand Hotel;1427;1088;722;4836;2024-08-14
ProLiant Towers;1941;1513;902;4778;2024-08-14
Aruba Luxury Lodge;1061;1989;848;4276;2024-08-14
InfoSight Boutique Hotel;1568;1321;881;4930;2024-08-14
Primera Grand;2979;1832;548;4726;2024-08-14
dHCI Executive Boutique Hotel;3686;1369;944;4120;2024-08-14
ProLiant Haven;3343;1601;865;3055;2024-08-14
Apollo Executive Beach Resort;1025;1166;513;4508;2024-08-14
Aruba Lodge;1109;1319;509;4665;2024-08-14
Alletra Haven;3105;1249;679;4114;2024-08-14
dHCI Platinum Beach Resort;1633;1253;604;4176;2024-08-14
GreenLake Platinum Heritage Inn;3873;1306;786;3653;2024-08-14
Pointnext Signature Residences & Suites;1443;1654;804;3844;2024-08-14
ProLiant Place;3939;1683;584;4825;2024-08-14
Synergy Golden Grand Hotel;3737;1310;745;3463;2024-08-14
Alletra Resort;1228;1730;940;3002;2024-08-14
GreenLake Digital Business Suites;3327;1598;561;3261;2024-08-14
Apollo Resort & Spa;3733;1751;874;4560;2024-08-14
Nimble Inn;2778;1930;544;3462;2024-08-14
Ezmeral Grand Hotel;2589;1790;785;4569;2024-08-14
Alletra Boutique Hotel;1607;1268;899;4524;2024-08-14
Simplivity Golden Plaza Hotel;2354;1222;651;4109;2024-08-14
Cray Villas;3150;1204;880;3225;2024-08-14
Apollo Diamond Suites;1993;1388;823;4485;2024-08-14
Apollo Towers;3720;1930;616;3766;2024-08-14
Alletra Diamond Grand Hotel;2223;1785;681;4690;2024-08-15
ProLiant Towers;1883;1260;667;4996;2024-08-15
Aruba Luxury Lodge;1352;1934;879;4779;2024-08-15
InfoSight Boutique Hotel;2764;1508;946;3046;2024-08-15
Primera Grand;2333;1777;556;3925;2024-08-15
dHCI Executive Boutique Hotel;3241;1595;730;4087;2024-08-15
ProLiant Haven;1756;1313;749;4722;2024-08-15
Apollo Executive Beach Resort;2165;1620;874;4710;2024-08-15
Aruba Lodge;2115;1367;506;4267;2024-08-15
Alletra Haven;1907;1784;807;3046;2024-08-15
dHCI Platinum Beach Resort;2252;1590;914;4947;2024-08-15
GreenLake Platinum Heritage Inn;1627;1080;937;4237;2024-08-15
Pointnext Signature Residences & Suites;3865;1386;580;4954;2024-08-15
ProLiant Place;1073;1449;605;4408;2024-08-15
Synergy Golden Grand Hotel;2369;1884;521;4499;2024-08-15
Alletra Resort;1946;1285;674;4451;2024-08-15
GreenLake Digital Business Suites;2822;1107;873;4593;2024-08-15
Apollo Resort & Spa;2202;1481;614;3234;2024-08-15
Nimble Inn;2484;1118;778;3863;2024-08-15
Ezmeral Grand Hotel;3637;1675;868;4863;2024-08-15
Alletra Boutique Hotel;2278;1063;912;4814;2024-08-15
Simplivity Golden Plaza Hotel;3804;1286;703;4366;2024-08-15
Cray Villas;2908;1519;590;3424;2024-08-15
Apollo Diamond Suites;1195;1328;513;3963;2024-08-15
Apollo Towers;3583;1583;662;3686;2024-08-15
Alletra Diamond Grand Hotel;3063;1208;617;3112;2024-08-16
ProLiant Towers;3617;1081;936;4955;2024-08-16
Aruba Luxury Lodge;2701;1127;594;3139;2024-08-16
InfoSight Boutique Hotel;1060;1949;637;4130;2024-08-16
Primera Grand;1430;1367;920;4354;2024-08-16
dHCI Executive Boutique Hotel;1555;1464;607;3747;2024-08-16
ProLiant Haven;2256;1505;879;3026;2024-08-16
Apollo Executive Beach Resort;1806;1436;890;4791;2024-08-16
Aruba Lodge;3401;1195;627;3834;2024-08-16
Alletra Haven;1350;1816;721;4662;2024-08-16
dHCI Platinum Beach Resort;2397;1270;935;4699;2024-08-16
GreenLake Platinum Heritage Inn;1375;1713;893;3077;2024-08-16
Pointnext Signature Residences & Suites;1773;1710;882;4239;2024-08-16
ProLiant Place;2235;1356;869;3775;2024-08-16
Synergy Golden Grand Hotel;2633;1230;522;4949;2024-08-16
Alletra Resort;3950;1070;781;4548;2024-08-16
GreenLake Digital Business Suites;3163;1191;570;3826;2024-08-16
Apollo Resort & Spa;1966;1979;913;3436;2024-08-16
Nimble Inn;1623;1039;683;3931;2024-08-16
Ezmeral Grand Hotel;3328;1580;553;3362;2024-08-16
Alletra Boutique Hotel;2457;1547;807;3599;2024-08-16
Simplivity Golden Plaza Hotel;2592;1084;593;4840;2024-08-16
Cray Villas;2665;1170;642;4442;2024-08-16
Apollo Diamond Suites;3919;1586;857;3542;2024-08-16
Apollo Towers;1801;1313;834;4117;2024-08-16
Alletra Diamond Grand Hotel;2769;1175;693;3228;2024-08-17
ProLiant Towers;1929;1734;621;3788;2024-08-17
Aruba Luxury Lodge;3652;1967;697;4890;2024-08-17
InfoSight Boutique Hotel;3893;1374;603;3403;2024-08-17
Primera Grand;3465;1489;831;4363;2024-08-17
dHCI Executive Boutique Hotel;3190;1025;514;4336;2024-08-17
ProLiant Haven;3236;1107;622;3569;2024-08-17
Apollo Executive Beach Resort;2181;1571;647;3542;2024-08-17
Aruba Lodge;3580;1989;933;4723;2024-08-17
Alletra Haven;1841;1808;759;4170;2024-08-17
dHCI Platinum Beach Resort;1212;1392;501;3902;2024-08-17
GreenLake Platinum Heritage Inn;3304;1764;909;3169;2024-08-17
Pointnext Signature Residences & Suites;1006;1026;879;3764;2024-08-17
ProLiant Place;2695;1682;791;3978;2024-08-17
Synergy Golden Grand Hotel;2396;1995;623;3546;2024-08-17
Alletra Resort;3326;1595;672;3546;2024-08-17
GreenLake Digital Business Suites;3261;1443;554;4668;2024-08-17
Apollo Resort & Spa;1226;1298;925;4426;2024-08-17
Nimble Inn;3890;1151;695;4241;2024-08-17
Ezmeral Grand Hotel;1988;1018;666;3622;2024-08-17
Alletra Boutique Hotel;3845;1324;638;3442;2024-08-17
Simplivity Golden Plaza Hotel;3968;1516;668;3566;2024-08-17
Cray Villas;1166;1157;597;4883;2024-08-17
Apollo Diamond Suites;1417;1940;888;4086;2024-08-17
Apollo Towers;3992;1322;929;4673;2024-08-17
Alletra Diamond Grand Hotel;3943;1933;512;3354;2024-08-18
ProLiant Towers;3888;1613;788;4250;2024-08-18
Aruba Luxury Lodge;1529;1547;736;3037;2024-08-18
InfoSight Boutique Hotel;2910;1318;759;4266;2024-08-18
Primera Grand;1015;1211;612;3189;2024-08-18
dHCI Executive Boutique Hotel;1635;1792;757;4776;2024-08-18
ProLiant Haven;2037;1549;541;3981;2024-08-18
Apollo Executive Beach Resort;1038;1222;501;4067;2024-08-18
Aruba Lodge;1220;1670;854;4405;2024-08-18
Alletra Haven;2917;1828;864;3548;2024-08-18
dHCI Platinum Beach Resort;1772;1505;694;3206;2024-08-18
GreenLake Platinum Heritage Inn;3566;1042;743;4101;2024-08-18
Pointnext Signature Residences & Suites;3733;1180;502;3596;2024-08-18
ProLiant Place;1518;1713;834;3933;2024-08-18
Synergy Golden Grand Hotel;1357;1276;651;3316;2024-08-18
Alletra Resort;3898;1722;638;3458;2024-08-18
GreenLake Digital Business Suites;1002;1132;746;3441;2024-08-18
Apollo Resort & Spa;3437;1315;831;3152;2024-08-18
Nimble Inn;3967;1860;520;4915;2024-08-18
Ezmeral Grand Hotel;3401;1641;813;4680;2024-08-18
Alletra Boutique Hotel;1951;1371;715;4598;2024-08-18
Simplivity Golden Plaza Hotel;3525;1329;664;3439;2024-08-18
Cray Villas;3128;1865;897;4549;2024-08-18
Apollo Diamond Suites;3950;1938;895;3801;2024-08-18
Apollo Towers;2180;1774;743;3277;2024-08-18
Alletra Diamond Grand Hotel;2926;1321;552;3307;2024-08-19
ProLiant Towers;2767;1884;843;3880;2024-08-19
Aruba Luxury Lodge;3790;1114;909;4754;2024-08-19
InfoSight Boutique Hotel;1746;1238;882;3898;2024-08-19
Primera Grand;2386;1789;608;3223;2024-08-19
dHCI Executive Boutique Hotel;1233;1151;506;3736;2024-08-19
ProLiant Haven;2368;1925;696;3327;2024-08-19
Apollo Executive Beach Resort;2995;1524;910;3806;2024-08-19
Aruba Lodge;1436;1756;736;4932;2024-08-19
Alletra Haven;2826;1351;804;4048;2024-08-19
dHCI Platinum Beach Resort;1769;1546;805;4919;2024-08-19
GreenLake Platinum Heritage Inn;3869;1665;546;4584;2024-08-19
Pointnext Signature Residences & Suites;3134;1441;704;3652;2024-08-19
ProLiant Place;3944;1341;709;4528;2024-08-19
Synergy Golden Grand Hotel;1791;1855;877;3081;2024-08-19
Alletra Resort;3786;1614;761;3160;2024-08-19
GreenLake Digital Business Suites;3757;1293;587;3092;2024-08-19
Apollo Resort & Spa;2585;1061;843;3067;2024-08-19
Nimble Inn;3773;1325;772;3999;2024-08-19
Ezmeral Grand Hotel;1470;1194;722;4003;2024-08-19
Alletra Boutique Hotel;2406;1209;610;3101;2024-08-19
Simplivity Golden Plaza Hotel;1964;1090;898;4418;2024-08-19
Cray Villas;1956;1568;694;3470;2024-08-19
Apollo Diamond Suites;1661;1534;639;3088;2024-08-19
Apollo Towers;1281;1871;915;4924;2024-08-19
Alletra Diamond Grand Hotel;1043;1128;699;3255;2024-08-20
ProLiant Towers;1623;1268;686;3073;2024-08-20
Aruba Luxury Lodge;2118;1211;661;3848;2024-08-20
InfoSight Boutique Hotel;3811;1209;662;3950;2024-08-20
Primera Grand;1075;1315;867;4904;2024-08-20
dHCI Executive Boutique Hotel;2860;1313;691;3446;2024-08-20
ProLiant Haven;1086;1879;889;4299;2024-08-20
Apollo Executive Beach Resort;1015;1859;662;4856;2024-08-20
Aruba Lodge;3631;1561;833;4023;2024-08-20
Alletra Haven;3226;1427;867;4221;2024-08-20
dHCI Platinum Beach Resort;3647;1638;615;3404;2024-08-20
GreenLake Platinum Heritage Inn;1377;1672;715;3893;2024-08-20
Pointnext Signature Residences & Suites;3411;1710;597;3580;2024-08-20
ProLiant Place;3105;1092;728;3142;2024-08-20
Synergy Golden Grand Hotel;1046;1913;529;3970;2024-08-20
Alletra Resort;3178;1373;809;3247;2024-08-20
GreenLake Digital Business Suites;1407;1615;746;4030;2024-08-20
Apollo Resort & Spa;3744;1286;503;4066;2024-08-20
Nimble Inn;1707;1355;832;4618;2024-08-20
Ezmeral Grand Hotel;3559;1759;665;4277;2024-08-20
Alletra Boutique Hotel;3520;1026;546;3855;2024-08-20
Simplivity Golden Plaza Hotel;1560;1377;568;3697;2024-08-20
Cray Villas;3506;1052;826;3430;2024-08-20
Apollo Diamond Suites;1609;1231;747;3985;2024-08-20
Apollo Towers;2488;1592;503;5000;2024-08-20
Alletra Diamond Grand Hotel;3339;1096;728;3964;2024-08-21
ProLiant Towers;2453;1570;831;4656;2024-08-21
Aruba Luxury Lodge;1570;1859;801;3026;2024-08-21
InfoSight Boutique Hotel;3630;1486;653;3440;2024-08-21
Primera Grand;1158;1031;578;3052;2024-08-21
dHCI Executive Boutique Hotel;1998;1356;693;3205;2024-08-21
ProLiant Haven;2595;1900;846;3265;2024-08-21
Apollo Executive Beach Resort;1255;1553;883;4384;2024-08-21
Aruba Lodge;1272;1471;788;3920;2024-08-21
Alletra Haven;3989;1220;547;4944;2024-08-21
dHCI Platinum Beach Resort;2378;1887;732;3950;2024-08-21
GreenLake Platinum Heritage Inn;3725;1605;746;4582;2024-08-21
Pointnext Signature Residences & Suites;3396;1724;911;3980;2024-08-21
ProLiant Place;3039;1061;808;3825;2024-08-21
Synergy Golden Grand Hotel;2770;1464;719;3459;2024-08-21
Alletra Resort;1803;1083;747;4954;2024-08-21
GreenLake Digital Business Suites;1556;1703;676;4900;2024-08-21
Apollo Resort & Spa;2458;1469;762;4131;2024-08-21
Nimble Inn;2571;1879;879;4059;2024-08-21
Ezmeral Grand Hotel;3511;1537;703;4540;2024-08-21
Alletra Boutique Hotel;1925;1187;895;3852;2024-08-21
Simplivity Golden Plaza Hotel;1939;1561;684;4822;2024-08-21
Cray Villas;2398;1267;564;3052;2024-08-21
Apollo Diamond Suites;1897;1817;668;4751;2024-08-21
Apollo Towers;1947;1880;701;3391;2024-08-21
Alletra Diamond Grand Hotel;3122;1770;653;3613;2024-08-22
ProLiant Towers;3501;1308;567;3114;2024-08-22
Aruba Luxury Lodge;2020;1423;540;4725;2024-08-22
InfoSight Boutique Hotel;2555;1804;706;4324;2024-08-22
Primera Grand;3165;1693;824;4838;2024-08-22
dHCI Executive Boutique Hotel;3029;1856;623;4901;2024-08-22
ProLiant Haven;1582;1378;892;3706;2024-08-22
Apollo Executive Beach Resort;3705;1142;625;3450;2024-08-22
Aruba Lodge;1451;1092;717;3822;2024-08-22
Alletra Haven;1945;1517;629;3230;2024-08-22
dHCI Platinum Beach Resort;3140;1855;560;4374;2024-08-22
GreenLake Platinum Heritage Inn;2777;1141;808;4089;2024-08-22
Pointnext Signature Residences & Suites;1034;1675;661;4335;2024-08-22
ProLiant Place;2269;1119;842;4791;2024-08-22
Synergy Golden Grand Hotel;3721;1005;938;4078;2024-08-22
Alletra Resort;3994;1283;565;3933;2024-08-22
GreenLake Digital Business Suites;2111;1513;555;4825;2024-08-22
Apollo Resort & Spa;3782;1124;643;3823;2024-08-22
Nimble Inn;3877;1679;734;3560;2024-08-22
Ezmeral Grand Hotel;2921;1755;741;4046;2024-08-22
Alletra Boutique Hotel;3564;1521;793;3119;2024-08-22
Simplivity Golden Plaza Hotel;2250;1826;570;3644;2024-08-22
Cray Villas;3306;1906;773;4118;2024-08-22
Apollo Diamond Suites;3756;1457;679;3134;2024-08-22
