hotel_nombre;fecha;tasa_ocupacion;reservas_confirmadas;cancelaciones;precio_promedio_noche
Ezmeral Grand Hotel;09/08/2023;75;329;31;1358
Alletra Boutique Hotel;09/08/2023;95;444;74;2995
Simplivity Golden Plaza Hotel;09/08/2023;86;293;46;17371
Cray Villas;09/08/2023;76;175;18;21348
Apollo Diamond Suites;09/08/2023;92;394;57;2725
Apollo Towers;09/08/2023;78;246;20;27321
Alletra Diamond Grand Hotel;10/08/2023;78;343;35;25992
ProLiant Towers;10/08/2023;88;297;55;26737
Aruba Luxury Lodge;10/08/2023;74;362;47;24966
InfoSight Boutique Hotel;10/08/2023;72;270;30;21444
Primera Grand;10/08/2023;70;199;23;22721
dHCI Executive Boutique Hotel;10/08/2023;82;337;60;13521
ProLiant Haven;10/08/2023;84;395;29;26349
Apollo Executive Beach Resort;10/08/2023;76;368;47;21326
Aruba Lodge;10/08/2023;74;222;31;18791
Alletra Haven;10/08/2023;91;429;84;31769
dHCI Platinum Beach Resort;10/08/2023;83;240;12;17525
GreenLake Platinum Heritage Inn;10/08/2023;78;364;57;17544
Pointnext Signature Residences & Suites;10/08/2023;92;431;49;15826
ProLiant Place;10/08/2023;88;257;30;14258
Synergy Golden Grand Hotel;10/08/2023;93;229;37;28026
Alletra Resort;10/08/2023;87;322;57;23993
GreenLake Digital Business Suites;10/08/2023;88;323;22;24724
Apollo Resort & Spa;10/08/2023;75;363;40;1507
Nimble Inn;10/08/2023;76;216;23;15228
Ezmeral Grand Hotel;10/08/2023;88;266;52;31214
Alletra Boutique Hotel;10/08/2023;84;348;35;20401
Simplivity Golden Plaza Hotel;10/08/2023;76;184;19;1938
Cray Villas;10/08/2023;74;247;44;26979
Apollo Diamond Suites;10/08/2023;83;345;27;23702
Apollo Towers;10/08/2023;82;207;24;2379
Alletra Diamond Grand Hotel;11/08/2023;71;161;31;1277
ProLiant Towers;11/08/2023;72;191;30;13491
Aruba Luxury Lodge;11/08/2023;71;321;34;23849
InfoSight Boutique Hotel;11/08/2023;78;157;11;20624
Primera Grand;11/08/2023;89;270;21;21543
dHCI Executive Boutique Hotel;11/08/2023;76;337;27;22271
ProLiant Haven;11/08/2023;85;209;28;2959
Apollo Executive Beach Resort;11/08/2023;91;269;43;25908
Aruba Lodge;11/08/2023;86;300;44;27343
Alletra Haven;11/08/2023;85;294;43;2846
dHCI Platinum Beach Resort;11/08/2023;73;171;9;1941
GreenLake Platinum Heritage Inn;11/08/2023;95;423;62;30612
Pointnext Signature Residences & Suites;11/08/2023;74;217;19;20436
ProLiant Place;11/08/2023;84;368;32;15123
Synergy Golden Grand Hotel;11/08/2023;74;160;13;16973
Alletra Resort;11/08/2023;74;165;19;24953
GreenLake Digital Business Suites;11/08/2023;74;187;18;13274
Apollo Resort & Spa;11/08/2023;92;329;63;31219
Nimble Inn;11/08/2023;86;197;10;2931
Ezmeral Grand Hotel;11/08/2023;78;334;46;25722
Alletra Boutique Hotel;11/08/2023;78;386;25;27826
Simplivity Golden Plaza Hotel;11/08/2023;71;169;11;16552
Cray Villas;11/08/2023;80;240;18;23603
Apollo Diamond Suites;11/08/2023;77;170;23;1590
Apollo Towers;11/08/2023;76;333;66;22748
Alletra Diamond Grand Hotel;12/08/2023;100;276;44;22288
ProLiant Towers;12/08/2023;83;275;16;23568
Aruba Luxury Lodge;12/08/2023;89;185;11;30613
InfoSight Boutique Hotel;12/08/2023;93;187;33;22232
Primera Grand;12/08/2023;89;184;29;17942
dHCI Executive Boutique Hotel;12/08/2023;85;173;33;26824
ProLiant Haven;12/08/2023;83;382;59;29617
Apollo Executive Beach Resort;12/08/2023;95;230;23;15801
Aruba Lodge;12/08/2023;100;389;46;15618
Alletra Haven;12/08/2023;97;314;42;31995
dHCI Platinum Beach Resort;12/08/2023;80;395;75;2650
GreenLake Platinum Heritage Inn;12/08/2023;96;258;28;24563
Pointnext Signature Residences & Suites;12/08/2023;91;305;32;22332
ProLiant Place;12/08/2023;91;359;43;30215
Synergy Golden Grand Hotel;12/08/2023;85;420;54;23807
Alletra Resort;12/08/2023;82;206;14;14026
GreenLake Digital Business Suites;12/08/2023;89;413;81;26566
Apollo Resort & Spa;12/08/2023;100;261;39;21663
Nimble Inn;12/08/2023;81;354;38;22318
Ezmeral Grand Hotel;12/08/2023;85;316;44;14847
Alletra Boutique Hotel;12/08/2023;100;240;15;33275
Simplivity Golden Plaza Hotel;12/08/2023;95;233;13;19567
Cray Villas;12/08/2023;85;385;63;22954
Apollo Diamond Suites;12/08/2023;92;395;23;21559
Apollo Towers;12/08/2023;97;400;62;16834
Alletra Diamond Grand Hotel;13/08/2023;91;253;32;22248
ProLiant Towers;13/08/2023;83;336;35;26092
Aruba Luxury Lodge;13/08/2023;92;412;79;22147
InfoSight Boutique Hotel;13/08/2023;87;316;49;21221
Primera Grand;13/08/2023;98;431;65;30873
dHCI Executive Boutique Hotel;13/08/2023;91;347;45;25119
ProLiant Haven;13/08/2023;89;444;49;21609
Apollo Executive Beach Resort;13/08/2023;100;360;46;17975
Aruba Lodge;13/08/2023;95;456;32;31137
Alletra Haven;13/08/2023;98;391;25;30603
dHCI Platinum Beach Resort;13/08/2023;91;344;41;29727
GreenLake Platinum Heritage Inn;13/08/2023;100;325;61;24743
Pointnext Signature Residences & Suites;13/08/2023;87;199;19;24116
ProLiant Place;13/08/2023;93;427;38;28625
Synergy Golden Grand Hotel;13/08/2023;100;359;61;22891
Alletra Resort;13/08/2023;82;334;22;2716
GreenLake Digital Business Suites;13/08/2023;96;433;81;27037
Apollo Resort & Spa;13/08/2023;100;240;20;2645
Nimble Inn;13/08/2023;100;470;91;34624
Ezmeral Grand Hotel;13/08/2023;84;367;52;18701
Alletra Boutique Hotel;13/08/2023;82;202;18;24335
Simplivity Golden Plaza Hotel;13/08/2023;86;367;70;17098
Cray Villas;13/08/2023;94;285;18;15858
Apollo Diamond Suites;13/08/2023;91;373;38;26977
Apollo Towers;13/08/2023;79;385;21;23991
Alletra Diamond Grand Hotel;14/08/2023;91;386;57;32236
ProLiant Towers;14/08/2023;73;149;19;23766
Aruba Luxury Lodge;14/08/2023;73;172;26;15138
InfoSight Boutique Hotel;14/08/2023;75;277;18;23946
Primera Grand;14/08/2023;80;273;14;23432
dHCI Executive Boutique Hotel;14/08/2023;81;165;12;13996
ProLiant Haven;14/08/2023;70;322;32;1445
Apollo Executive Beach Resort;14/08/2023;93;259;24;25233
Aruba Lodge;14/08/2023;91;426;62;28301
Alletra Haven;14/08/2023;79;169;21;24324
dHCI Platinum Beach Resort;14/08/2023;88;181;11;28473
GreenLake Platinum Heritage Inn;14/08/2023;71;204;11;19534
Pointnext Signature Residences & Suites;14/08/2023;73;355;56;25818
ProLiant Place;14/08/2023;91;399;73;20427
Synergy Golden Grand Hotel;14/08/2023;93;426;22;29541
Alletra Resort;14/08/2023;78;347;57;19995
GreenLake Digital Business Suites;14/08/2023;83;249;35;15869
Apollo Resort & Spa;14/08/2023;73;195;20;2058
Nimble Inn;14/08/2023;91;354;24;32081
Ezmeral Grand Hotel;14/08/2023;80;382;58;13273
Alletra Boutique Hotel;14/08/2023;93;245;41;18433
Simplivity Golden Plaza Hotel;14/08/2023;83;310;32;14805
Cray Villas;14/08/2023;83;321;17;15883
Apollo Diamond Suites;14/08/2023;71;310;17;22495
Apollo Towers;14/08/2023;71;259;45;13827
Alletra Diamond Grand Hotel;15/08/2023;95;245;24;3168
ProLiant Towers;15/08/2023;71;289;57;17933
Aruba Luxury Lodge;15/08/2023;77;298;28;26379
InfoSight Boutique Hotel;15/08/2023;72;233;13;24739
Primera Grand;15/08/2023;85;410;50;2191
dHCI Executive Boutique Hotel;15/08/2023;92;233;35;16582
ProLiant Haven;15/08/2023;90;242;20;14594
Apollo Executive Beach Resort;15/08/2023;80;253;28;14287
Aruba Lodge;15/08/2023;91;198;23;29687
Alletra Haven;15/08/2023;81;294;34;26489
dHCI Platinum Beach Resort;15/08/2023;85;218;26;1726
GreenLake Platinum Heritage Inn;15/08/2023;78;376;57;19645
Pointnext Signature Residences & Suites;15/08/2023;95;447;32;1531
ProLiant Place;15/08/2023;72;226;43;2188
Synergy Golden Grand Hotel;15/08/2023;78;217;20;28076
Alletra Resort;15/08/2023;83;169;24;1934
GreenLake Digital Business Suites;15/08/2023;85;189;13;22969
Apollo Resort & Spa;15/08/2023;83;386;42;24954
Nimble Inn;15/08/2023;84;341;30;2999
Ezmeral Grand Hotel;15/08/2023;70;229;38;19491
Alletra Boutique Hotel;15/08/2023;85;254;18;1789
Simplivity Golden Plaza Hotel;15/08/2023;85;255;13;29263
Cray Villas;15/08/2023;87;298;58;25423
Apollo Diamond Suites;15/08/2023;76;323;42;13839
Apollo Towers;15/08/2023;93;277;25;23239
Alletra Diamond Grand Hotel;16/08/2023;80;375;25;1707
ProLiant Towers;16/08/2023;88;233;22;15679
Aruba Luxury Lodge;16/08/2023;85;191;13;30036
InfoSight Boutique Hotel;16/08/2023;83;239;28;24101
Primera Grand;16/08/2023;83;201;20;1540
dHCI Executive Boutique Hotel;16/08/2023;73;198;36;19166
ProLiant Haven;16/08/2023;93;444;27;21555
Apollo Executive Beach Resort;16/08/2023;95;361;49;25026
Aruba Lodge;16/08/2023;73;241;34;19732
Alletra Haven;16/08/2023;74;159;29;21116
dHCI Platinum Beach Resort;16/08/2023;95;284;17;32471
GreenLake Platinum Heritage Inn;16/08/2023;72;262;28;21973
Pointnext Signature Residences & Suites;16/08/2023;95;418;34;31658
ProLiant Place;16/08/2023;85;330;32;27241
Synergy Golden Grand Hotel;16/08/2023;75;212;27;22312
Alletra Resort;16/08/2023;73;219;39;2402
GreenLake Digital Business Suites;16/08/2023;79;279;16;26189
Apollo Resort & Spa;16/08/2023;93;405;58;19455
Nimble Inn;16/08/2023;87;360;54;24088
Ezmeral Grand Hotel;16/08/2023;84;406;58;29807
Alletra Boutique Hotel;16/08/2023;93;206;16;18952
Simplivity Golden Plaza Hotel;16/08/2023;89;214;11;21019
Cray Villas;16/08/2023;76;215;22;25746
Apollo Diamond Suites;16/08/2023;93;209;36;14356
Apollo Towers;16/08/2023;72;222;22;25828
Alletra Diamond Grand Hotel;17/08/2023;94;292;37;25421
ProLiant Towers;17/08/2023;95;407;58;16555
Aruba Luxury Lodge;17/08/2023;79;328;27;16099
InfoSight Boutique Hotel;17/08/2023;71;332;50;22058
Primera Grand;17/08/2023;78;346;66;1597
dHCI Executive Boutique Hotel;17/08/2023;78;216;24;19548
ProLiant Haven;17/08/2023;94;429;34;2205
Apollo Executive Beach Resort;17/08/2023;85;292;29;22155
Aruba Lodge;17/08/2023;88;415;45;2301
Alletra Haven;17/08/2023;93;436;85;23623
dHCI Platinum Beach Resort;17/08/2023;86;211;33;25089
GreenLake Platinum Heritage Inn;17/08/2023;87;386;24;19831
Pointnext Signature Residences & Suites;17/08/2023;76;254;42;24297
ProLiant Place;17/08/2023;95;294;46;32351
Synergy Golden Grand Hotel;17/08/2023;85;193;11;16246
Alletra Resort;17/08/2023;94;417;30;2798
GreenLake Digital Business Suites;17/08/2023;75;288;24;16104
Apollo Resort & Spa;17/08/2023;81;317;23;19236
Nimble Inn;17/08/2023;94;292;34;1915
Ezmeral Grand Hotel;17/08/2023;83;328;65;24547
Alletra Boutique Hotel;17/08/2023;86;294;23;28494
Simplivity Golden Plaza Hotel;17/08/2023;82;282;26;15244
Cray Villas;17/08/2023;74;207;13;15311
Apollo Diamond Suites;17/08/2023;73;297;27;22855
Apollo Towers;17/08/2023;89;195;26;26454
Alletra Diamond Grand Hotel;18/08/2023;77;169;23;16103
ProLiant Towers;18/08/2023;90;189;21;21205
Aruba Luxury Lodge;18/08/2023;71;317;49;17956
InfoSight Boutique Hotel;18/08/2023;70;218;40;16487
Primera Grand;18/08/2023;83;405;56;2346
dHCI Executive Boutique Hotel;18/08/2023;70;143;19;15083
ProLiant Haven;18/08/2023;88;367;66;17772
Apollo Executive Beach Resort;18/08/2023;92;292;18;17586
Aruba Lodge;18/08/2023;74;209;38;26593
Alletra Haven;18/08/2023;94;429;35;33185
dHCI Platinum Beach Resort;18/08/2023;83;409;73;27237
GreenLake Platinum Heritage Inn;18/08/2023;95;309;38;24823
Pointnext Signature Residences & Suites;18/08/2023;77;319;36;17047
ProLiant Place;18/08/2023;70;288;53;12691
Synergy Golden Grand Hotel;18/08/2023;93;447;72;29317
Alletra Resort;18/08/2023;71;348;55;22325
GreenLake Digital Business Suites;18/08/2023;76;160;18;24173
Apollo Resort & Spa;18/08/2023;87;215;14;22543
Nimble Inn;18/08/2023;71;267;40;24983
Ezmeral Grand Hotel;18/08/2023;77;289;50;18857
Alletra Boutique Hotel;18/08/2023;83;305;29;20669
Simplivity Golden Plaza Hotel;18/08/2023;82;184;30;29392
Cray Villas;18/08/2023;72;244;40;16287
Apollo Diamond Suites;18/08/2023;71;204;11;15066
Apollo Towers;18/08/2023;87;176;23;17555
Alletra Diamond Grand Hotel;19/08/2023;79;234;34;14495
ProLiant Towers;19/08/2023;100;428;45;33828
Aruba Luxury Lodge;19/08/2023;100;480;94;25775
InfoSight Boutique Hotel;19/08/2023;94;461;48;15287
Primera Grand;19/08/2023;96;368;70;17604
dHCI Executive Boutique Hotel;19/08/2023;92;399;69;25384
ProLiant Haven;19/08/2023;78;237;31;21187
Apollo Executive Beach Resort;19/08/2023;88;382;42;25271
Aruba Lodge;19/08/2023;100;461;30;16142
Alletra Haven;19/08/2023;83;341;61;17675
dHCI Platinum Beach Resort;19/08/2023;94;381;45;16258
GreenLake Platinum Heritage Inn;19/08/2023;87;285;49;24735
Pointnext Signature Residences & Suites;19/08/2023;94;230;38;30932
ProLiant Place;19/08/2023;100;211;36;18835
Synergy Golden Grand Hotel;19/08/2023;96;432;41;14895
Alletra Resort;19/08/2023;84;236;19;13416
GreenLake Digital Business Suites;19/08/2023;89;302;21;27922
Apollo Resort & Spa;19/08/2023;83;299;28;19319
Nimble Inn;19/08/2023;79;282;21;22312
Ezmeral Grand Hotel;19/08/2023;83;202;15;28601
Alletra Boutique Hotel;19/08/2023;86;295;23;16158
Simplivity Golden Plaza Hotel;19/08/2023;84;235;14;19349
Cray Villas;19/08/2023;85;213;25;1889
Apollo Diamond Suites;19/08/2023;91;426;80;18704
Apollo Towers;19/08/2023;86;176;33;20499
Alletra Diamond Grand Hotel;20/08/2023;97;197;14;16856
ProLiant Towers;20/08/2023;99;494;81;21803
Aruba Luxury Lodge;20/08/2023;98;267;32;30639
InfoSight Boutique Hotel;20/08/2023;84;342;67;21335
Primera Grand;20/08/2023;85;352;18;17769
dHCI Executive Boutique Hotel;20/08/2023;88;189;13;29956
ProLiant Haven;20/08/2023;93;456;29;30668
Apollo Executive Beach Resort;20/08/2023;86;416;58;29977
Aruba Lodge;20/08/2023;100;416;27;18288
Alletra Haven;20/08/2023;82;323;50;23841
dHCI Platinum Beach Resort;20/08/2023;100;456;51;15744
GreenLake Platinum Heritage Inn;20/08/2023;77;372;56;19259
Pointnext Signature Residences & Suites;20/08/2023;100;498;33;33648
ProLiant Place;20/08/2023;100;432;58;1881
Synergy Golden Grand Hotel;20/08/2023;92;279;26;1617
Alletra Resort;20/08/2023;100;363;22;18984
GreenLake Digital Business Suites;20/08/2023;79;290;15;24701
Apollo Resort & Spa;20/08/2023;78;311;60;23878
Nimble Inn;20/08/2023;88;394;78;21279
Ezmeral Grand Hotel;20/08/2023;85;330;65;28804
Alletra Boutique Hotel;20/08/2023;100;306;40;34172
Simplivity Golden Plaza Hotel;20/08/2023;98;365;37;24279
Cray Villas;20/08/2023;92;222;31;24837
Apollo Diamond Suites;20/08/2023;85;175;16;22625
Apollo Towers;20/08/2023;88;211;17;14119
Alletra Diamond Grand Hotel;21/08/2023;83;258;42;15923
ProLiant Towers;21/08/2023;75;360;43;13232
Aruba Luxury Lodge;21/08/2023;74;188;19;12727
InfoSight Boutique Hotel;21/08/2023;85;215;14;29222
Primera Grand;21/08/2023;87;417;64;21395
dHCI Executive Boutique Hotel;21/08/2023;89;273;52;21646
ProLiant Haven;21/08/2023;76;363;27;24687
Apollo Executive Beach Resort;21/08/2023;75;276;47;14141
Aruba Lodge;21/08/2023;90;340;61;16123
Alletra Haven;21/08/2023;90;402;64;1512
dHCI Platinum Beach Resort;21/08/2023;80;282;47;26336
GreenLake Platinum Heritage Inn;21/08/2023;92;236;35;30673
Pointnext Signature Residences & Suites;21/08/2023;90;324;58;25309
ProLiant Place;21/08/2023;79;294;39;15362
Synergy Golden Grand Hotel;21/08/2023;89;287;32;27479
Alletra Resort;21/08/2023;73;332;64;17023
GreenLake Digital Business Suites;21/08/2023;76;230;23;27106
Apollo Resort & Spa;21/08/2023;91;234;41;23605
Nimble Inn;21/08/2023;80;301;57;2832
Ezmeral Grand Hotel;21/08/2023;93;369;50;19017
Alletra Boutique Hotel;21/08/2023;87;424;36;21434
Simplivity Golden Plaza Hotel;21/08/2023;90;425;42;29022
Cray Villas;21/08/2023;94;408;63;33042
Apollo Diamond Suites;21/08/2023;71;214;18;19608
Apollo Towers;21/08/2023;81;170;18;22705
Alletra Diamond Grand Hotel;22/08/2023;75;186;23;16191
ProLiant Towers;22/08/2023;73;344;57;15545
Aruba Luxury Lodge;22/08/2023;83;296;58;16763
InfoSight Boutique Hotel;22/08/2023;88;372;70;19499
Primera Grand;22/08/2023;93;398;42;31596
dHCI Executive Boutique Hotel;22/08/2023;74;360;58;17031
ProLiant Haven;22/08/2023;70;141;7;19441
Apollo Executive Beach Resort;22/08/2023;82;168;30;22323
Aruba Lodge;22/08/2023;87;349;49;20117
Alletra Haven;22/08/2023;87;396;75;23903
dHCI Platinum Beach Resort;22/08/2023;80;166;23;14666
GreenLake Platinum Heritage Inn;22/08/2023;83;313;45;20219
Pointnext Signature Residences & Suites;22/08/2023;88;428;66;2937
ProLiant Place;22/08/2023;70;254;19;21978
Synergy Golden Grand Hotel;22/08/2023;78;179;34;12827
Alletra Resort;22/08/2023;93;238;47;15605
GreenLake Digital Business Suites;22/08/2023;95;409;44;22832
Apollo Resort & Spa;22/08/2023;74;299;40;21499
Nimble Inn;22/08/2023;73;217;34;23341
Ezmeral Grand Hotel;22/08/2023;73;328;41;17849
Alletra Boutique Hotel;22/08/2023;83;399;68;17776
Simplivity Golden Plaza Hotel;22/08/2023;84;391;71;21326
Cray Villas;22/08/2023;75;197;33;19898
Apollo Diamond Suites;22/08/2023;90;445;27;18996
Apollo Towers;22/08/2023;95;421;68;27887
Alletra Diamond Grand Hotel;23/08/2023;74;203;31;12974
ProLiant Towers;23/08/2023;70;212;24;17165
Aruba Luxury Lodge;23/08/2023;85;311;57;14892
InfoSight Boutique Hotel;23/08/2023;85;268;34;18446
Primera Grand;23/08/2023;93;447;32;31303
dHCI Executive Boutique Hotel;23/08/2023;76;258;37;16913
ProLiant Haven;23/08/2023;87;399;20;19657
Apollo Executive Beach Resort;23/08/2023;74;205;21;17943
Aruba Lodge;23/08/2023;81;332;22;23494
Alletra Haven;23/08/2023;79;330;25;25334
dHCI Platinum Beach Resort;23/08/2023;80;289;31;27052
GreenLake Platinum Heritage Inn;23/08/2023;84;181;18;13622
Pointnext Signature Residences & Suites;23/08/2023;89;187;34;24844
ProLiant Place;23/08/2023;91;234;27;15867
Synergy Golden Grand Hotel;23/08/2023;74;365;44;20217
Alletra Resort;23/08/2023;86;230;29;29974
GreenLake Digital Business Suites;23/08/2023;86;298;54;18827
Apollo Resort & Spa;23/08/2023;79;232;15;20009
Nimble Inn;23/08/2023;78;166;15;16358
Ezmeral Grand Hotel;23/08/2023;72;272;20;21794
Alletra Boutique Hotel;23/08/2023;73;215;42;19172
Simplivity Golden Plaza Hotel;23/08/2023;79;336;45;15988
Cray Villas;23/08/2023;83;197;23;14528
Apollo Diamond Suites;23/08/2023;87;321;39;29835
Apollo Towers;23/08/2023;88;410;36;18972
Alletra Diamond Grand Hotel;24/08/2023;81;221;22;16559
ProLiant Towers;24/08/2023;82;168;13;20625
Aruba Luxury Lodge;24/08/2023;78;254;28;22341
InfoSight Boutique Hotel;24/08/2023;84;350;17;26805
Primera Grand;24/08/2023;90;396;65;17789
dHCI Executive Boutique Hotel;24/08/2023;91;443;86;30715
ProLiant Haven;24/08/2023;93;414;39;21045
Apollo Executive Beach Resort;24/08/2023;70;240;36;20899
Aruba Lodge;24/08/2023;71;234;32;18697
Alletra Haven;24/08/2023;79;198;18;26734
dHCI Platinum Beach Resort;24/08/2023;93;358;33;27044
GreenLake Platinum Heritage Inn;24/08/2023;94;412;51;29943
Pointnext Signature Residences & Suites;24/08/2023;82;347;51;14752
ProLiant Place;24/08/2023;70;263;48;15946
Synergy Golden Grand Hotel;24/08/2023;78;281;30;13346
Alletra Resort;24/08/2023;82;211;34;27784
GreenLake Digital Business Suites;24/08/2023;76;159;16;24577
Apollo Resort & Spa;24/08/2023;70;206;31;16567
Nimble Inn;24/08/2023;72;286;47;16326
Ezmeral Grand Hotel;24/08/2023;87;308;56;22351
Alletra Boutique Hotel;24/08/2023;80;309;19;28265
Simplivity Golden Plaza Hotel;24/08/2023;80;388;56;14653
Cray Villas;24/08/2023;88;372;43;16892
Apollo Diamond Suites;24/08/2023;77;193;13;18317
Apollo Towers;24/08/2023;79;373;55;2773
Alletra Diamond Grand Hotel;25/08/2023;71;336;48;21952
ProLiant Towers;25/08/2023;87;409;74;14119
Aruba Luxury Lodge;25/08/2023;94;246;12;31151
InfoSight Boutique Hotel;25/08/2023;93;194;16;28295
Primera Grand;25/08/2023;77;165;26;21699
dHCI Executive Boutique Hotel;25/08/2023;77;304;41;25723
ProLiant Haven;25/08/2023;91;327;53;24497
Apollo Executive Beach Resort;25/08/2023;81;351;56;15386
Aruba Lodge;25/08/2023;93;358;35;28352
Alletra Haven;25/08/2023;91;339;56;28537
dHCI Platinum Beach Resort;25/08/2023;88;189;13;21785
GreenLake Platinum Heritage Inn;25/08/2023;73;320;56;23413
Pointnext Signature Residences & Suites;25/08/2023;95;304;27;26487
ProLiant Place;25/08/2023;83;355;18;21001
Synergy Golden Grand Hotel;25/08/2023;76;369;51;22488
Alletra Resort;25/08/2023;76;336;47;14106
GreenLake Digital Business Suites;25/08/2023;91;331;62;17459
Apollo Resort & Spa;25/08/2023;87;394;51;21401
Nimble Inn;25/08/2023;72;359;36;1716
Ezmeral Grand Hotel;25/08/2023;79;230;45;14481
Alletra Boutique Hotel;25/08/2023;83;201;18;23601
Simplivity Golden Plaza Hotel;25/08/2023;84;379;19;23071
Cray Villas;25/08/2023;76;324;27;16459
Apollo Diamond Suites;25/08/2023;75;328;27;15248
Apollo Towers;25/08/2023;86;174;32;14885
Alletra Diamond Grand Hotel;26/08/2023;86;392;73;18487
ProLiant Towers;26/08/2023;100;486;57;21841
Aruba Luxury Lodge;26/08/2023;91;448;25;30932
InfoSight Boutique Hotel;26/08/2023;99;210;39;30788
Primera Grand;26/08/2023;100;222;39;26529
dHCI Executive Boutique Hotel;26/08/2023;100;449;73;2798
ProLiant Haven;26/08/2023;90;222;30;30171
Apollo Executive Beach Resort;26/08/2023;77;181;32;14659
Aruba Lodge;26/08/2023;91;387;37;26453
Alletra Haven;26/08/2023;89;355;35;30175
dHCI Platinum Beach Resort;26/08/2023;87;423;39;29213
GreenLake Platinum Heritage Inn;26/08/2023;100;273;31;32648
Pointnext Signature Residences & Suites;26/08/2023;79;233;44;14712
ProLiant Place;26/08/2023;100;305;18;25613
Synergy Golden Grand Hotel;26/08/2023;93;331;38;16244
Alletra Resort;26/08/2023;95;321;63;16805
GreenLake Digital Business Suites;26/08/2023;98;397;75;18043
Apollo Resort & Spa;26/08/2023;100;413;25;16597
Nimble Inn;26/08/2023;86;363;29;13702
Ezmeral Grand Hotel;26/08/2023;100;486;77;21993
Alletra Boutique Hotel;26/08/2023;85;287;19;14431
Simplivity Golden Plaza Hotel;26/08/2023;86;400;50;14026
Cray Villas;26/08/2023;100;441;37;15213
Apollo Diamond Suites;26/08/2023;90;353;27;16433
Apollo Towers;26/08/2023;83;169;20;19744
Alletra Diamond Grand Hotel;27/08/2023;87;255;23;14041
ProLiant Towers;27/08/2023;82;211;29;2660
Aruba Luxury Lodge;27/08/2023;89;215;27;31257
InfoSight Boutique Hotel;27/08/2023;86;275;14;19546
Primera Grand;27/08/2023;91;365;54;31703
dHCI Executive Boutique Hotel;27/08/2023;76;368;52;15866
ProLiant Haven;27/08/2023;95;246;24;26171
Apollo Executive Beach Resort;27/08/2023;95;449;50;30836
Aruba Lodge;27/08/2023;92;297;20;17309
Alletra Haven;27/08/2023;79;160;18;26421
dHCI Platinum Beach Resort;27/08/2023;100;497;57;27249
GreenLake Platinum Heritage Inn;27/08/2023;80;291;17;19149
Pointnext Signature Residences & Suites;27/08/2023;92;190;17;2944
ProLiant Place;27/08/2023;86;295;47;20609
Synergy Golden Grand Hotel;27/08/2023;95;388;62;22334
Alletra Resort;27/08/2023;94;367;52;31346
GreenLake Digital Business Suites;27/08/2023;97;440;47;26496
Apollo Resort & Spa;27/08/2023;99;238;33;33047
Nimble Inn;27/08/2023;87;374;45;15619
Ezmeral Grand Hotel;27/08/2023;88;438;76;21896
Alletra Boutique Hotel;27/08/2023;94;414;72;25636
Simplivity Golden Plaza Hotel;27/08/2023;86;366;60;20078
Cray Villas;27/08/2023;78;204;25;23851
Apollo Diamond Suites;27/08/2023;100;225;32;30554
Apollo Towers;27/08/2023;90;430;30;17522
Alletra Diamond Grand Hotel;28/08/2023;88;389;68;27864
ProLiant Towers;28/08/2023;77;337;54;27402
Aruba Luxury Lodge;28/08/2023;75;362;61;20073
InfoSight Boutique Hotel;28/08/2023;76;245;13;17461
Primera Grand;28/08/2023;81;184;11;19697
dHCI Executive Boutique Hotel;28/08/2023;83;410;34;21086
ProLiant Haven;28/08/2023;71;147;15;16396
Apollo Executive Beach Resort;28/08/2023;72;164;20;14956
Aruba Lodge;28/08/2023;85;333;44;2950
Alletra Haven;28/08/2023;71;216;34;1414
dHCI Platinum Beach Resort;28/08/2023;77;208;18;18263
GreenLake Platinum Heritage Inn;28/08/2023;76;220;17;23436
Pointnext Signature Residences & Suites;28/08/2023;84;261;51;19315
ProLiant Place;28/08/2023;79;340;63;27145
Synergy Golden Grand Hotel;28/08/2023;81;352;67;26267
Alletra Resort;28/08/2023;71;320;57;21229
GreenLake Digital Business Suites;28/08/2023;77;329;29;14086
Apollo Resort & Spa;28/08/2023;74;265;27;18865
Nimble Inn;28/08/2023;79;342;67;14487
Ezmeral Grand Hotel;28/08/2023;78;181;29;1990
Alletra Boutique Hotel;28/08/2023;94;314;54;17881
Simplivity Golden Plaza Hotel;28/08/2023;91;415;42;25195
Cray Villas;28/08/2023;80;189;30;1981
Apollo Diamond Suites;28/08/2023;84;266;27;13403
Apollo Towers;28/08/2023;76;313;30;13108
Alletra Diamond Grand Hotel;29/08/2023;75;178;27;15631
ProLiant Towers;29/08/2023;71;273;48;18356
Aruba Luxury Lodge;29/08/2023;76;169;11;17357
InfoSight Boutique Hotel;29/08/2023;78;232;39;21685
Primera Grand;29/08/2023;74;287;47;13928
dHCI Executive Boutique Hotel;29/08/2023;83;341;17;15769
ProLiant Haven;29/08/2023;93;363;29;23593
Apollo Executive Beach Resort;29/08/2023;89;354;47;30326
Aruba Lodge;29/08/2023;76;153;14;20718
Alletra Haven;29/08/2023;71;302;19;20624
dHCI Platinum Beach Resort;29/08/2023;89;436;69;28662
GreenLake Platinum Heritage Inn;29/08/2023;94;223;20;2256
Pointnext Signature Residences & Suites;29/08/2023;70;338;36;14871
ProLiant Place;29/08/2023;77;364;41;16829
Synergy Golden Grand Hotel;29/08/2023;78;173;13;18558
Alletra Resort;29/08/2023;76;335;52;23548
GreenLake Digital Business Suites;29/08/2023;80;281;37;24202
